title,genre,year,netflix
염력,영화,2018,수상: 1 nomination.
극장판사이코패스,영화,2015,수상: 1 win & 5 nominations.
싸이코,영화,1998,수상: Nominated for 4 Oscars. Another 5 wins & 10 nominations.
프라우드 메리,영화,2018,"범죄 조직 밑에서 일하는 청부살인업자 메리. 어느 날 우연히 어린 소년을 만나면서 인생이 통째로 뒤바뀌는데. 갱단과의 전면전, 그리고 상상을 뛰어넘는 거대한 위협이 그녀를 압박한다. 그래도 포기할 수 없어! 이 아이를, 내 선택을!"
졸업 파티,영화,2008,수상: 1 win & 3 nominations.
프로젝트 X,영화,2012,수상: 5 nominations.
577 프로젝트,영화,2012,백상예술대상을 받으면 국토 대장정을 하겠노라! 배우 하정우가 대국민 공약 실천에 나섰다. 《러브픽션》의 파트너 공효진을 비롯한 배우 군단과 함께! 우리도 따라가 볼까?
프라이빗 라이프,영화 NETFLIX ORIGINAL,2018,수상: 1 win & 15 nominations.
Private Eye,영화,2012,수상: 2 nominations.
교도소 월드컵,영화,2001,"유엔 인권 위원회에서 개최하는 교도소 월드컵! 전과만 화려하고 생전 공 한번 안 차본 죄수들이 뭉쳤다. 자유, 평등, 화합을 위한 오합지졸들의 유쾌한 활약이 펼쳐진다!"
3D 프린팅: 전설을 만들다,영화 NETFLIX ORIGINAL,2014,수상: 1 win & 1 nomination.
페르시아의 왕자: 시간의 모래,영화,2010,수상: 1 win & 11 nominations.
프린스는 교환학생: 크리스마스 사슴 이야기,영화 NETFLIX ORIGINAL,2018,크리스마스 빛의 축제에 가고 싶은 테디. 하지만 폭설로 발이 묶인다. 마법의 사슴이 다 해결할 거야! 초조한 테디를 위로하는 에밀. 그들의 소원은 이뤄질 수 있을까?
청와왕자,영화,1984,영혼의 반쪽을 찾아 하와이까지 갔다가 허탕 치고 돌아온 두 남자. 이들을 기다리는 건 그새 횡령 사건이 일어났다는 달갑지 않은 소식. 범인 색출에 나선 두 친구는 본의 아니게 각자 다른 사람 행세를 하다가 낯익은 인물들과 재회하는데.
프리스트,영화,2011,수상: 3 nominations.
오만과 편견 그리고 좀비,영화,2016,수상: 1 win & 3 nominations.
귀여운 여인,영화,1990,수상: Nominated for 1 Oscar. Another 8 wins & 10 nominations.
Presenting Princess Shaw,영화,2015,수상: 6 wins & 6 nominations.
전쟁의 서곡,영화,1942,수상: Won 1 Oscar. Another 3 wins.
프레데터스,영화,2010,수상: 2 wins & 4 nominations.
비를 위한 기도,영화,2017,아버지의 갑작스러운 죽음으로 캘리포니아 시골 마을을 찾은 뉴욕의 저널리스트. 오랜만에 귀향한 그녀를 반기는 건 갱단의 위협과 지독한 가뭄으로 황폐화한 농가들뿐이다.
이웃집 빅풋,영화,2017,"홧김에 술 먹고 고릴라 복장으로 쏘다녔다가 빅풋으로 뉴스에 나온 남자. 빅풋의 출몰은 경기침체로 우울한 마을에 활기를 가져다주는데, 이실직고해야 할지 참 고민이로다!"
포제션중독된사랑,영화,2008,수상: 5 wins & 4 nominations.
론리 아일랜드의 팝스타,영화,2016,수상: 1 win & 6 nominations.
폼페이,영화,2014,수상: 9 wins & 4 nominations.
폴라로이드,영화,2015,철없는 홀어머니를 둔 소년은 보다 책임감 강한 유모를 찾던 중 마음에 쏙 드는 전직 아이스하키 선수를 만나게 된다.
폴라,영화 NETFLIX ORIGINAL,2019,"최고의 청부 살인자 덩컨. 은퇴를 준비하던 그는 막대한 퇴직금을 눈앞에 두고 음모에 말려든다. 잔혹한 킬러 군단과의 대결, 마지막 살인 게임의 방아쇠가 당겨졌다."
폭풍 속으로,영화,1991,수상: 1 win & 2 nominations.
죽음의 연주,영화,1980,수상: Nominated for 1 Golden Globe. Another 5 wins & 2 nominations.
플레이어,영화,2012,수상: 2 wins & 4 nominations.
비행기2: 소방구조대,영화,2014,수상: 6 nominations.
비행기,영화,2013,수상: 5 nominations.
피치 퍼펙트,영화,2012,수상: 7 wins & 20 nominations.
캐리비안의 해적: 망자의 함,영화,2006,수상: Won 1 Oscar. Another 43 wins & 53 nominations.
Pinocchio,영화,2012,수상: Won 2 Oscars. Another 4 wins.
핑크,영화,2016,수상: 12 wins & 17 nominations.
피쿠,영화,2015,수상: 30 wins & 14 nominations.
이 거리에서 살아남는 법,영화 NETFLIX ORIGINAL,2017,거리의 부랑아라고 얕보지 마라. 이래 봬도 업계의 샛별들이다. 야심찬 비행 청소년 삼인방에게 사기와 속임수의 일인자가 전수한다. 절대 실패하지 않는 소매치기 비법!
페테르손과 핀두스 2: 가장 멋진 크리스마스,영화,2016,크리스마스가 다가왔다! 하지만 핀두스에게 최고의 크리스마스를 약속한 페테르손 할아버지는 걱정이 태산이다. 눈보라는 몰아치고 크리스마스트리도 아직인데 이를 어쩌지?
피터와 농장,영화,2016,수상: 2 wins & 1 nomination.
피터 래빗,영화,2018,수상: 4 wins & 14 nominations.
페루: 보물을 품은 그곳으로,영화,2017,우뚝 솟은 산과 광활한 바다를 두루 갖춘 대자연 속에서 유구한 역사와 문화를 꽃피워 온 페루. 고대 문명의 발상지로 오랜 전통이 이어져 내려온 페루의 신비를 감상해 보자.
Perfect Number,영화,2012,
네가 없는 시간,영화 NETFLIX ORIGINAL,2018,경찰인 마누엘라는 종결된 사건에 뛰어든다. 피해자는 단짝이었던 코르넬리아. 14년 전 실종된 친구는 어디로 사라졌을까. 위험한 과거가 그녀를 수렁에 빠뜨린다.
퍼시잭슨과 괴물의 바다,영화,2013,수상: 3 wins & 5 nominations.
퍼시 잭슨과 번개 도둑,영화,2010,수상: 11 nominations.
마다가스카의 펭귄,영화,2014,"최정예 펭귄 스파이 스키퍼, 코왈스키, 리코, 프라이빗은 노스 윈드의 세련된 요원들과 힘을 합쳐 권력에 미친 천재 옥타비우스 브라인을 무찌른다."
"나타, 죽어도 좋아!",영화,2010,수상: 4 wins & 9 nominations.
피위의 플레이 하우스: 크리스마스 스페셜,영화,1988,"별 사태 중에도 피위는 아이스 스케이트 줄을 매고 크리스마스 카드, 캐롤 ... 그리고 챠로와 함께 명절을 향해 활주합니다."
피위의 빅 홀리데이,영화 NETFLIX ORIGINAL,2016,미스터리 훈남(조 맨가니엘로)과의 우연한 만남을 계기로 피위는 운명 같은 그의 생애 첫 휴가를 떠난다.
진주만,영화,2001,수상: Won 1 Oscar. Another 13 wins & 51 nominations.
쇼핑몰 캅 2,영화,2009,"뭐 하나 제대로 풀리는 일 없는 비운의 사나이, 폴 블라트. 하지만 쇼핑몰의 안전을 책임지겠다는 사명만큼은 한시도 잊은 적 없다나. 이런 그가 딸과 함께 라스베이거스를 찾았다가, 값비싼 그림을 훔치려는 일당의 계략에 맞서게 되었으니."
황당한 외계인: 폴,영화,2011,수상: 2 wins & 9 nominations.
패튼 오스왈트: 웃음 사냥꾼,영화 NETFLIX ORIGINAL,2016,수상: Won 1 Primetime Emmy. Another 1 nomination.
패튼 오스왈트: 웃을 수 있다면,영화 NETFLIX ORIGINAL,2017,"트럼프 시대, 코미디언은 고뇌에 빠진다. 뭘 하든 트럼프를 따라잡을 수가 없어! 하지만 이건 상실을 견디고 돌아온 회심의 무대. 질 수 없다, 트럼프. 우습게 만들어주마."
해피엔딩이 좋아,영화,2014,시나리오 완성을 위해 외딴 마을에 간 시난. 다양한 마을 사람들 속에서 소소한 사건과 뜨거운 사랑을 경험하며 영감을 얻는다.
패치 아담스,영화,1998,수상: Nominated for 1 Oscar. Another 1 win & 7 nominations.
파티 몬스터: 겉만 스크래치,영화,2018,"키미를 위한 추천작, 너플릭스 다큐멘터리 《파티 몬스터: 겉만 스크래치》. 자신의 어릴 적 영웅을 찾아 나선 디제이 핑가블래스트는 놀라운 진실을 마주한다."
파리 이즈 버닝,영화,1990,수상: 16 wins & 1 nomination.
평행이론,영화,2010,30년 전 죽은 판사의 삶이 내게 반복되고 있다! 예견된 죽음을 막으려면 옛 사건과 현재 사건에 숨겨진 비밀을 밝혀야 한다. 운명에서 벗어나려는 한 남자의 처절한 몸부림!
패러독스,영화 NETFLIX ORIGINAL,2018,서부의 무법자로 변신한 싱어송라이터 닐 영과 친구들. 이들의 실험적인 시도와 음악으로 경이로운 세상이 꽃핀다. 영화배우 대릴 해나의 첫 번째 장편 연출작.
파라노만,영화,2012,수상: Nominated for 1 Oscar. Another 19 wins & 45 nominations.
헤밍웨이 인 하바나,영화,2015,수상: 2 wins.
판도라,영화,2016,수상: 6 nominations.
칠소복,영화,1988,수상: 11 wins & 8 nominations.
패딩턴,영화,2014,수상: Nominated for 1 BAFTA Film Award. Another 3 wins & 6 nominations.
태평양: 다시 바다로,영화,2017,"과학자 넷의 초밀착 관찰과 탐험! 경이롭다, 신비롭다, 아름답다는 말로는 턱없이 부족한 페루 해안. 그 환상적인 세계를 육지에서, 바다에서, 공중에서 느껴본다."
Pacific Rim,영화,2013,수상: Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.
퍼시픽 하이츠,영화,1990,샌프란시스코의 고풍스러운 집을 무리해서 장만한 젊은 커플. 아래층 방을 믿을 만해 보이는 남자에게 세놓은 날부터 모든 것이 어그러지기 시작한다.
팩맨의 무서운 할로윈,영화,2016,"사악한 파센스타인 박사가 할로윈 파티에서 팩과 몸을 맞바꾸려는 음모를 꾸미자, 스파이럴과 실리, 패큘라 백작이 친구인 팩을 구하러 나선다."
헷지,영화,2006,수상: 7 wins & 26 nominations.
국경의 남쪽,영화,2006,수상: 2 wins.
시체가 돌아왔다,영화,2012,수상: 9 wins.
아웃사이드 인,영화,2018,수상: 2 wins & 2 nominations.
아웃로 킹,영화 NETFLIX ORIGINAL,2018,수상: 2 nominations.
아웃 오브 더 퍼니스,영화,2013,수상: 2 wins & 9 nominations.
침묵의 크레바스,영화,2017,수상: 2 nominations.
미국 시민권 프로젝트,영화 NETFLIX ORIGINAL,2018,고향을 떠나 미국에 정착한 이민자들. 그들이 새로운 도전을 준비한다. 미국의 역사와 가치를 질문하는 시민권 시험. 그 준비 과정에 저마다의 절절한 사연이 녹아든다.
불운의 끝,영화,2015,복권을 취급하는 젊은 남자가 지역 폭력배에게 당첨금을 지급해야 상황에 처하면서 라고스 섬의 빈민가와 이코이의 대저택을 오가는 스릴 넘치는 액션이 펼쳐진다.
밤에 우리 영혼은,영화 NETFLIX ORIGINAL,2017,수상: 1 nomination.
섬광 소녀,영화,2017,수상: 8 wins & 18 nominations.
우리의 연인들,영화,2016,수상: 1 nomination.
라스트 탱고,영화,2015,수상: 1 win & 5 nominations.
아워 이디엇 브라더,영화,2011,대책 없이 사는 이상주의자가 여자친구에게 차이고 기르던 개까지 뺏긴 후 화가 난 누나들의 집에 머물며 도움을 받게 된다.
검은 그림자의 집,영화,2018,수상: 3 nominations.
우리들의 일기,영화,2017,"80년대 부산. 사고만 치다 고등학교에 겨우 입학한 현수는 싸움짱 자리를 놓고 복학생 수호와 맞붙는다. 그러던 중 예기치 않게 싹튼 둘의 우정, 어떤 빛깔로 물들게 될까?"
위자: 원혼의 부활,영화,2015,"소환하지 말았어야 했다. 대화하지 말았어야 했다. 하지만 이미 늦었다! 살인을 후회하는 심령을 불러낸 뒤, 세라는 그 목소리에 시달린다. 세라가 소중한 사람을 죽이지 않으면 자기가 직접 나서겠다는 귀신의 협박. 과연 세라의 선택은?"
위자,영화,2014,수상: 1 win.
아더라이프,영화,2017,수상: 1 nomination.
다른 사람들,영화,2016,수상: 3 wins & 10 nominations.
오스만 마케팅,영화,2016,약장수 같은 말재주를 지닌 오스만은 돈과 사랑을 모두 얻고자 말도 안 되는 온갖 발명품을 만들어 낸다. 그는 과연 대박을 칠 수 있을까?
보통사람,영화,2017,수상: 2 wins & 1 nomination.
홍권대사,영화,1984,"아편 때문에 민생이 파괴됐다. 이에 아편굴을 소탕하고자 광동십호의 수장 철교삼이 분연히 일어난다. 하지만 그 전에 꺾어야 할 강력한 적이 있으니, 다름 아닌 아편에 중독된 자기 자신. 모든 걸 싸워 이겨내고 마을을 지킬 수 있을지."
특수 작전,영화,2015,수상: 1 nomination.
작전명 오데사: 희대의 사기단,영화,2018,수상: 1 nomination.
오퍼레이션 피날레,영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
아폴로 프로젝트,영화,2016,수상: 2 wins & 13 nominations.
오프닝 나이트,영화,2016,수상: Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.
Open Season,영화,2006,수상: 1 win & 10 nominations.
온리 더 데드,영화,2015,수상: 7 wins & 5 nominations.
온리 유,영화,1994,"결혼을 앞두고 걸려온 전화, 남자의 이름을 듣고 심장이 멎을 뻔했다. 14년 전 내 운명의 짝으로 예언되었던 바로 그 이름이라니! 지금 갈 거야, 그가 있다는 이탈리아로!"
홀로 걷다,영화 NETFLIX ORIGINAL,2017,수상: 2 wins & 4 nominations.
"10억분의 1의 남자, 사트남 싱",영화,2016,최초의 인도 출신 NBA 선발 선수라는 꿈을 이루기 위해 노력하는 사트남 싱 바마라의 여정을 따라가는 다큐멘터리.
원 와일드 모먼트,영화,2015,"중년의 절친 로랑과 앙투안은 딸들을 데리고 삼림지대로 휴가를 떠나지만, 이들 사이에 로맨스가 싹트면서 불편한 상황이 전개된다."
좋은날,영화,2015,"제주도 출장에서 마주친 낯선 두 남녀. 남자는 지갑을, 여자는 휴대폰을 잃어버렸다. 서로가 필요해진 상황, 둘은 여행의 동반자가 되는데. 우연에서 인연을 기대해도 좋을까."
그해여름,영화,2006,수상: 1 win.
원스 어 갱스터,영화,2010,수상: 1 win & 1 nomination.
소년은 울지 않는다,영화,2008,수상: 1 nomination.
원스 어폰 어 타임 인 멕시코,영화,2003,수상: 3 wins & 6 nominations.
말죽거리 잔혹사,영화,2004,수상: 1 win & 1 nomination.
유덕화의 청춘광시곡,영화,1983,"10대의 반항심으로 가득한 성마른 성격의 두 형제. 끓는 피를 주체 못 하고 조폭의 세계에 발을 들이는데. 이 무모한 선택이 장차 가족, 친구, 그리고 본인들의 삶까지 통째로 뒤흔들게 될지는 아무도 몰랐다. 두 형제마저도."
나의 피부로,영화 NETFLIX ORIGINAL,2018,"마약 공급 혐의로 이탈리아 군경찰에 체포된 청년. 경찰서와 구치소, 법원을 오가던 그는 어쩌다 병원에 실려 온 것일까. 누구도 말하지 못한 폭력의 실체가 드러난다."
올드보이,영화,2003,수상: 39 wins & 18 nominations.
"공포의 회오리바람, 토네이도",영화,2013,"다시 일어나선 안 되는 비극, 2013년 오클라호마를 덮친 사상 초유의 토네이도. 생존자들이 말하는 당시 상황과 기상 재난 대비를 위한 과학자들의 도전을 따라가 본다."
옥자,영화 NETFLIX ORIGINAL,2017,수상: 7 wins & 20 nominations.
헬로 브로드웨이 코미디 쇼,영화 NETFLIX ORIGINAL,2017,"강요된 공생 관계인가, 환상의 콤비인가? 《참치가 너무 많아》 개그 코너로 이름을 날린 두 뉴요커. 무한 패러디와 메타개그의 세계로 코미디 팬과 연극 팬들을 초대한다."
신은 유죄다,영화,2012,수상: 1 nomination.
